program_id,program_name,field_tags,mentor_id,mentor_name,expertise_tags,languages,education_background,years_experience,institution_id,institution_name,overall_ranking
535,Education,Information Technology;Education,349,Owen Jamal,Public Health;Environmental Science;Computer Science;Design,Indonesian;Vietnamese,Bachelor,5,18,Monash University,360
535,Education,Information Technology;Education,350,Rosa Davis,Film;Engineering;Accounting,Nepali,Mixed,13,18,Monash University,360
535,Education,Information Technology;Education,351,Farah Brown,Public Health;Accounting,Vietnamese,Bachelor,10,18,Monash University,360
535,Education,Information Technology;Education,352,Zara Trivedi,Artificial Intelligence;Ecology;Cybersecurity;Marketing,Spanish;Urdu;Mandarin,Mixed,16,18,Monash University,360
535,Education,Information Technology;Education,353,Krystal Ng,Accounting;Information Technology,Korean;Russian;Vietnamese,Master,11,18,Monash University,360
535,Education,Information Technology;Education,354,Sienna Jackson,Film;Engineering;Data Science;Environmental Science,Indonesian;Japanese;Italian,Bachelor,18,18,Monash University,360
535,Education,Information Technology;Education,355,Mila Smith,Computer Science;Information Technology;Law;Architecture,Arabic,Bachelor,15,18,Monash University,360
535,Education,Information Technology;Education,356,Suresh Tran,Psychology;Architecture;Artificial Intelligence,Spanish;English;Korean,Master,14,18,Monash University,360
535,Education,Information Technology;Education,357,Qiang Campbell,Banking;Sustainable Design;Accounting;Artificial Intelligence,Japanese,Bachelor,17,18,Monash University,360
535,Education,Information Technology;Education,358,Rohan Kumar,Information Technology;Psychology;Cybersecurity,Japanese;Indonesian,PhD,5,18,Monash University,360
535,Education,Information Technology;Education,359,Nora Chan,Design;Business,Vietnamese,Mixed,14,18,Monash University,360
535,Education,Information Technology;Education,360,Aisha Nguyen,Environmental Science;Education;Architecture;Law,Mandarin;Thai;German,Bachelor,10,18,Monash University,360
535,Education,Information Technology;Education,361,Priya Baker,Computer Science;Information Technology;Banking,Vietnamese,Bachelor,5,18,Monash University,360
535,Education,Information Technology;Education,362,Ethan Rahman,International Law;Psychology;Film,Russian;Indonesian,PhD,5,18,Monash University,360
535,Education,Information Technology;Education,363,Owen Wang,Architecture;Cybersecurity;Design;Renewable Energy,French;Vietnamese;Thai,Bachelor,19,18,Monash University,360
535,Education,Information Technology;Education,364,Theo Rahman,International Law;Business;Public Health;Nursing,Nepali;Korean;Urdu,Master,13,18,Monash University,360
535,Education,Information Technology;Education,365,Aisha Kumar,International Law;Ecology,Hindi;Nepali,Master,15,18,Monash University,360
535,Education,Information Technology;Education,366,Pavel Ahmed,Nursing;Engineering,German,Mixed,18,18,Monash University,360
535,Education,Information Technology;Education,367,Keiko Kaur,Data Science;Engineering;Ecology;Design,Vietnamese,PhD,11,18,Monash University,360
535,Education,Information Technology;Education,368,Aria Baker,Engineering;Design;Accounting;Marketing,Nepali;Vietnamese,Master,16,18,Monash University,360
535,Education,Information Technology;Education,369,Hanna Sanchez,Business;International Law;Engineering,Mandarin,Master,12,18,Monash University,360
535,Education,Information Technology;Education,370,Jacob Martinez,Business;Ecology;Nursing,Russian;Hindi,Master,2,18,Monash University,360
535,Education,Information Technology;Education,371,Aiden Anderson,Architecture;Data Science;Computer Science,Spanish,PhD,5,18,Monash University,360
535,Education,Information Technology;Education,372,Owen Ahmed,Architecture;Information Technology;Finance,Korean,Bachelor,10,18,Monash University,360
535,Education,Information Technology;Education,373,Leo Ivanov,Law;International Law,Italian,PhD,15,18,Monash University,360
535,Education,Information Technology;Education,374,Eli Miller,Psychology;Accounting;Education;Marketing,Japanese;Italian;French,Bachelor,10,18,Monash University,360
535,Education,Information Technology;Education,375,Li Tan,Design;Computer Science,German,PhD,14,18,Monash University,360
535,Education,Information Technology;Education,376,Sara Anderson,Information Technology;Nursing;Data Science;Marketing,English,Master,17,18,Monash University,360
535,Education,Information Technology;Education,377,Thao Park,Business;Information Technology;Psychology;Cybersecurity,Urdu;Mandarin;Spanish,Bachelor,12,18,Monash University,360
535,Education,Information Technology;Education,378,Iris Chan,Engineering;Cybersecurity;Data Science;Public Health,Arabic,Master,18,18,Monash University,360
535,Education,Information Technology;Education,379,Zara Kumar,Data Science;Education;Law;Marketing,Urdu;Vietnamese;Russian,Master,4,18,Monash University,360
535,Education,Information Technology;Education,380,Priya Martin,Psychology;Marketing;Nursing,German;Japanese,Master,14,18,Monash University,360
535,Education,Information Technology;Education,381,Wei Ali,Architecture;Business;Banking,Vietnamese,PhD,19,18,Monash University,360
535,Education,Information Technology;Education,382,Harper Fisher,Environmental Science;Data Science;Architecture,French,Bachelor,1,18,Monash University,360
535,Education,Information Technology;Education,383,Chloe Jones,Film;Banking,Thai,PhD,13,18,Monash University,360
535,Education,Information Technology;Education,384,Keiko Lopez,Environmental Science;Architecture;Marketing,Italian;Mandarin;French,PhD,4,18,Monash University,360
535,Education,Information Technology;Education,385,Isha Nakamura,Data Science;Accounting;Renewable Energy,Nepali;Vietnamese;Thai,Mixed,6,18,Monash University,360
535,Education,Information Technology;Education,386,Chen Campbell,Cybersecurity;Ecology,Korean,Mixed,16,18,Monash University,360
535,Education,Information Technology;Education,387,Aria Wilson,Information Technology;International Law;Sustainable Design,Indonesian,PhD,9,18,Monash University,360
535,Education,Information Technology;Education,388,Min Tran,Information Technology;Education;Architecture;Marketing,Russian;German;Spanish,Bachelor,5,18,Monash University,360
535,Education,Information Technology;Education,389,Noah Trivedi,Ecology;Film;Information Technology,Mandarin;German,Master,14,18,Monash University,360
535,Education,Information Technology;Education,390,Amir Xu,Business;Nursing;Environmental Science;Computer Science,Korean,Bachelor,16,18,Monash University,360
535,Education,Information Technology;Education,391,Li Yang,Renewable Energy;Film,French,Master,3,18,Monash University,360
535,Education,Information Technology;Education,392,Karan Ng,Finance;Environmental Science,Indonesian;German;Russian,Mixed,13,18,Monash University,360
535,Education,Information Technology;Education,393,Noelle Bianchi,Banking;Finance,Mandarin;Italian,Bachelor,7,18,Monash University,360
535,Education,Information Technology;Education,394,Farah Grant,Information Technology;Business;Public Health;Finance,Urdu;English,Bachelor,6,18,Monash University,360
535,Education,Information Technology;Education,395,Mila Singh,Cybersecurity;Sustainable Design;Nursing,Italian;English,PhD,3,18,Monash University,360
535,Education,Information Technology;Education,396,Niko Williams,Public Health;Renewable Energy;Ecology,Japanese;Russian;English,Master,16,18,Monash University,360
535,Education,Information Technology;Education,397,Aisha Akhtar,International Law;Data Science,Korean,PhD,3,18,Monash University,360
535,Education,Information Technology;Education,398,Amir Kaur,Finance;Renewable Energy;Engineering;Public Health,Nepali,Master,5,18,Monash University,360
535,Education,Information Technology;Education,399,Harper Gupta,Sustainable Design;Banking;Public Health,Hindi,PhD,6,18,Monash University,360
535,Education,Information Technology;Education,400,Lucas Nakamura,Engineering;Nursing,Italian;Russian;Urdu,Master,10,18,Monash University,360
535,Education,Information Technology;Education,401,Anh Xu,Ecology;Information Technology,Indonesian;Mandarin;German,Bachelor,16,18,Monash University,360
535,Education,Information Technology;Education,402,Anh Ng,Accounting;Computer Science;Renewable Energy;Architecture,Urdu;Mandarin;Italian,Bachelor,1,18,Monash University,360
535,Education,Information Technology;Education,403,Thao Taylor,Data Science;Finance;Marketing,Korean;Mandarin,Bachelor,17,18,Monash University,360
535,Education,Information Technology;Education,404,Thao Fisher,Banking;Public Health;Finance,Korean;Thai;Russian,Master,5,18,Monash University,360
535,Education,Information Technology;Education,405,Grace Ali,Information Technology;Ecology;Data Science,Japanese,Master,18,18,Monash University,360
535,Education,Information Technology;Education,406,Nguyen Sanchez,Nursing;Finance,Mandarin;Russian,Bachelor,13,18,Monash University,360
535,Education,Information Technology;Education,407,Nadia Grant,Nursing;Psychology,German;Hindi;Korean,Bachelor,11,18,Monash University,360
535,Education,Information Technology;Education,408,Lara Kaur,Nursing;Banking;International Law;Accounting,Spanish;Italian;Nepali,Mixed,12,18,Monash University,360
535,Education,Information Technology;Education,409,Jia Sharma,Design;Accounting;Finance;Business,Urdu;Hindi;Arabic,Mixed,8,18,Monash University,360
535,Education,Information Technology;Education,410,Sofia Taylor,Sustainable Design;Finance;Film;Ecology,French,Bachelor,3,18,Monash University,360
535,Education,Information Technology;Education,411,Mila Bianchi,Sustainable Design;Marketing,Nepali;English;Urdu,Bachelor,4,18,Monash University,360
535,Education,Information Technology;Education,412,Arjun Li,Design;Banking;Finance,Korean;Vietnamese;Italian,Bachelor,19,18,Monash University,360
535,Education,Information Technology;Education,413,Alice Ivanov,Business;Sustainable Design,Arabic,Bachelor,10,18,Monash University,360
535,Education,Information Technology;Education,414,Nadia Nguyen,Business;Finance;Banking;Information Technology,Spanish;Korean;Vietnamese,Bachelor,16,18,Monash University,360
535,Education,Information Technology;Education,415,Anya Williams,Education;Marketing;Nursing;Ecology,Hindi;English;Arabic,Bachelor,10,18,Monash University,360
535,Education,Information Technology;Education,416,Aiden Wang,Computer Science;Renewable Energy;Finance;Law,English;Mandarin;Hindi,Bachelor,11,18,Monash University,360
535,Education,Information Technology;Education,417,Qiang Grant,Data Science;Design,Arabic;Italian;Indonesian,PhD,12,18,Monash University,360
535,Education,Information Technology;Education,418,Noor Kumar,Computer Science;Cybersecurity;Nursing,Korean,Bachelor,9,18,Monash University,360
535,Education,Information Technology;Education,419,Suresh Kumar,Renewable Energy;Architecture;Banking;Data Science,German,Bachelor,9,18,Monash University,360
535,Education,Information Technology;Education,420,Mei Clark,Artificial Intelligence;Architecture;Environmental Science;Finance,Arabic,PhD,18,18,Monash University,360
535,Education,Information Technology;Education,421,Aarav Davis,Artificial Intelligence;Engineering;Law;International Law,Urdu,PhD,6,18,Monash University,360
535,Education,Information Technology;Education,422,Sam Hussain,Business;Banking;Artificial Intelligence;Engineering,Korean;Mandarin;Thai,Bachelor,13,18,Monash University,360
535,Education,Information Technology;Education,423,Mina Kaur,Computer Science;Information Technology;Cybersecurity;Ecology,French;Russian,Bachelor,17,18,Monash University,360
535,Education,Information Technology;Education,424,Jin Zhang,Psychology;Accounting,Urdu;Hindi;Mandarin,PhD,17,18,Monash University,360
535,Education,Information Technology;Education,425,Mina Tran,Public Health;Design;Cybersecurity;Accounting,Japanese;Vietnamese,PhD,18,18,Monash University,360
535,Education,Information Technology;Education,426,Noor Rodriguez,Sustainable Design;Design;Marketing,Thai,Master,18,18,Monash University,360
535,Education,Information Technology;Education,427,Isha Brown,Marketing;Ecology;Psychology,Mandarin,Mixed,2,18,Monash University,360
535,Education,Information Technology;Education,428,Suresh Garcia,Finance;Information Technology;Banking,Thai;Spanish,Mixed,14,18,Monash University,360
535,Education,Information Technology;Education,429,Wei Jamal,Data Science;Computer Science;Ecology,Mandarin;Korean;Japanese,Master,14,18,Monash University,360
535,Education,Information Technology;Education,430,Marcus Smith,Information Technology;Computer Science;Film;Renewable Energy,Hindi,PhD,17,18,Monash University,360
535,Education,Information Technology;Education,431,Alex Clark,Design;Architecture;Marketing,Arabic,Master,6,18,Monash University,360
535,Education,Information Technology;Education,432,Min Patel,Ecology;Education;Sustainable Design,Thai;Italian;Urdu,PhD,12,18,Monash University,360
535,Education,Information Technology;Education,433,Kim Yang,Renewable Energy;Information Technology;Data Science,Urdu;Japanese,Master,6,18,Monash University,360
535,Education,Information Technology;Education,434,Rohan Kumar,Business;Film;Renewable Energy;Sustainable Design,Nepali,PhD,9,18,Monash University,360
535,Education,Information Technology;Education,435,Qiang Huang,Marketing;Renewable Energy;Education,Korean;Japanese,Master,1,18,Monash University,360
535,Education,Information Technology;Education,436,Aarav O'Neill,Sustainable Design;Artificial Intelligence,Korean;German;Japanese,Bachelor,12,18,Monash University,360
535,Education,Information Technology;Education,437,Ivy Ali,Renewable Energy;Design;Computer Science,Mandarin;Urdu;Hindi,Master,15,18,Monash University,360
535,Education,Information Technology;Education,438,David Miller,Artificial Intelligence;Architecture,French;Russian,Master,16,18,Monash University,360
535,Education,Information Technology;Education,439,Li Taylor,Ecology;Sustainable Design;Banking;Nursing,German;Japanese;Vietnamese,Master,6,18,Monash University,360
535,Education,Information Technology;Education,440,Amir Grant,Law;Finance,Japanese,PhD,2,18,Monash University,360
535,Education,Information Technology;Education,441,Sam Wang,Cybersecurity;Accounting,Nepali;Russian,PhD,1,18,Monash University,360
535,Education,Information Technology;Education,442,Keiko Kaur,Renewable Energy;Design,Urdu;Vietnamese;Thai,Master,2,18,Monash University,360
535,Education,Information Technology;Education,443,Tom Choi,Data Science;Architecture;International Law,German,Mixed,13,18,Monash University,360
535,Education,Information Technology;Education,444,Aisha Lopez,Renewable Energy;Design;Architecture,Mandarin,Bachelor,15,18,Monash University,360
535,Education,Information Technology;Education,445,Ethan Wang,Psychology;Environmental Science,Italian,PhD,12,18,Monash University,360
535,Education,Information Technology;Education,446,Dinesh Ahmed,Design;Renewable Energy,Thai;Vietnamese;Korean,Mixed,2,18,Monash University,360
535,Education,Information Technology;Education,447,Priya Williams,Finance;Cybersecurity,Korean,Master,8,18,Monash University,360
535,Education,Information Technology;Education,448,Omar Williams,Architecture;Design;Education,Hindi;Korean;Urdu,Master,15,18,Monash University,360
535,Education,Information Technology;Education,449,Sara Ng,Nursing;Data Science,Hindi;Korean,PhD,10,18,Monash University,360
535,Education,Information Technology;Education,450,Mohammed Trivedi,Public Health;Architecture;Computer Science,Korean,PhD,8,18,Monash University,360
535,Education,Information Technology;Education,451,Isha Singh,Banking;Cybersecurity,German,Bachelor,7,18,Monash University,360
535,Education,Information Technology;Education,452,Suresh Kim,Banking;Cybersecurity;Artificial Intelligence,French;Italian;English,PhD,9,18,Monash University,360
535,Education,Information Technology;Education,453,Ava Kim,Architecture;Computer Science;Sustainable Design,Italian;Urdu,Bachelor,7,18,Monash University,360
535,Education,Information Technology;Education,454,Nora Ahmed,Business;Ecology;Marketing,Indonesian;Russian,PhD,2,18,Monash University,360
535,Education,Information Technology;Education,455,Aria Fisher,Banking;International Law;Law,Arabic,PhD,17,18,Monash University,360
535,Education,Information Technology;Education,456,Kai Lopez,International Law;Sustainable Design;Public Health;Psychology,Spanish;Thai;Italian,Bachelor,16,18,Monash University,360
535,Education,Information Technology;Education,457,Ibrahim Rossi,Data Science;Engineering,Nepali;Korean;Thai,Mixed,2,18,Monash University,360
535,Education,Information Technology;Education,458,Maya Singh,Sustainable Design;Cybersecurity,Italian;Mandarin,Mixed,18,18,Monash University,360
535,Education,Information Technology;Education,459,Leo Jackson,Business;Computer Science;Finance,Arabic;Vietnamese,Bachelor,2,18,Monash University,360
535,Education,Information Technology;Education,460,Nguyen Martinez,Cybersecurity;Accounting,Thai;Spanish;Mandarin,Master,1,18,Monash University,360
535,Education,Information Technology;Education,461,Elena Miller,Film;Information Technology;Business,Spanish,PhD,13,18,Monash University,360
535,Education,Information Technology;Education,462,Pavel Martinez,Cybersecurity;Design,German,Mixed,7,18,Monash University,360
535,Education,Information Technology;Education,463,Eli Lee,Marketing;Computer Science,Mandarin,Master,13,18,Monash University,360
535,Education,Information Technology;Education,464,Qiang Sanchez,Cybersecurity;Finance;International Law;Ecology,Vietnamese,Mixed,9,18,Monash University,360
535,Education,Information Technology;Education,465,Chen Garcia,Public Health;Psychology;Renewable Energy,Italian,PhD,8,18,Monash University,360
535,Education,Information Technology;Education,466,Aiden Ali,Ecology;International Law,Italian;Spanish;French,PhD,15,18,Monash University,360
535,Education,Information Technology;Education,467,Liam Xu,Film;Psychology;Computer Science;Renewable Energy,Nepali,Bachelor,6,18,Monash University,360
535,Education,Information Technology;Education,468,Keiko Brown,Data Science;Public Health;Design;Cybersecurity,Vietnamese,Mixed,1,18,Monash University,360
535,Education,Information Technology;Education,469,Aarav O'Neill,Accounting;Law,Arabic;Nepali,PhD,7,18,Monash University,360
535,Education,Information Technology;Education,470,Grace Tran,Marketing;Engineering,Spanish;Urdu;Italian,Bachelor,8,18,Monash University,360
535,Education,Information Technology;Education,471,Suraj Huang,Information Technology;Marketing;Data Science,Nepali;Urdu,PhD,4,18,Monash University,360
535,Education,Information Technology;Education,472,Harper Trivedi,Information Technology;Design,Russian;Spanish;Italian,Bachelor,18,18,Monash University,360
535,Education,Information Technology;Education,473,Ibrahim Sanchez,Cybersecurity;Computer Science;Sustainable Design,Japanese;Vietnamese;Spanish,Mixed,18,18,Monash University,360
535,Education,Information Technology;Education,474,Mateo Jamal,Banking;Design,German;Indonesian,Bachelor,2,18,Monash University,360
535,Education,Information Technology;Education,475,Lucas Gupta,Engineering;Computer Science;Marketing;Architecture,English,Mixed,8,18,Monash University,360
535,Education,Information Technology;Education,476,Sam Taylor,Public Health;Film;Computer Science,Arabic;Spanish,Mixed,1,18,Monash University,360
535,Education,Information Technology;Education,477,Isha Gupta,Cybersecurity;Artificial Intelligence;Psychology,French,Mixed,18,18,Monash University,360
535,Education,Information Technology;Education,478,Leo Hernandez,Banking;Education;Film,Urdu;Vietnamese,Bachelor,19,18,Monash University,360
535,Education,Information Technology;Education,479,Elena Hussain,Nursing;Business;Law;Data Science,Korean;Spanish;Italian,Bachelor,11,18,Monash University,360
535,Education,Information Technology;Education,480,Luca Campbell,Business;Film;Computer Science,Nepali;English,Bachelor,3,18,Monash University,360
535,Education,Information Technology;Education,481,Elena Wang,Renewable Energy;International Law,Arabic;Thai;Spanish,Mixed,3,18,Monash University,360
535,Education,Information Technology;Education,482,Suresh Lopez,Ecology;Computer Science;Architecture;Film,Vietnamese;Mandarin;Russian,PhD,17,18,Monash University,360
535,Education,Information Technology;Education,483,Jacob Davis,Sustainable Design;Film;Education;Accounting,German;Spanish;Korean,Master,10,18,Monash University,360
535,Education,Information Technology;Education,484,Mina Ali,Law;Finance;Sustainable Design;Psychology,German;Japanese,Master,15,18,Monash University,360
535,Education,Information Technology;Education,485,Hiroshi Trivedi,Artificial Intelligence;Nursing,Italian;Urdu;Korean,Master,3,18,Monash University,360
535,Education,Information Technology;Education,486,Fatima Ahmed,Education;Law,Russian,Mixed,16,18,Monash University,360
535,Education,Information Technology;Education,487,Luca Sharma,Finance;Marketing,Urdu;Russian,Mixed,2,18,Monash University,360
535,Education,Information Technology;Education,488,Maria Omar,Sustainable Design;Nursing;Banking,Korean;Italian;English,Bachelor,11,18,Monash University,360
535,Education,Information Technology;Education,489,Noelle Smith,Nursing;Design;Cybersecurity,Thai,Bachelor,1,18,Monash University,360
535,Education,Information Technology;Education,490,Jorge Sharma,Architecture;Film;Environmental Science;Nursing,Indonesian;Russian;Mandarin,PhD,1,18,Monash University,360
535,Education,Information Technology;Education,491,Olivia Lee,Artificial Intelligence;Cybersecurity;Finance;Renewable Energy,French;Korean,PhD,13,18,Monash University,360
535,Education,Information Technology;Education,492,Amir Fernandez,Business;Computer Science,Indonesian,PhD,17,18,Monash University,360
535,Education,Information Technology;Education,493,Mateo Martin,Banking;Business;Artificial Intelligence;Information Technology,Indonesian,Mixed,12,18,Monash University,360
535,Education,Information Technology;Education,494,Alice Kaur,Environmental Science;Business,French;Hindi;English,Master,8,18,Monash University,360
535,Education,Information Technology;Education,495,Rosa Patel,Law;Sustainable Design;International Law;Design,French,Mixed,10,18,Monash University,360
535,Education,Information Technology;Education,496,Li Akhtar,Computer Science;Accounting;Public Health;Psychology,Hindi,Bachelor,14,18,Monash University,360
535,Education,Information Technology;Education,497,Hannah Sharma,Sustainable Design;Finance;Artificial Intelligence;Accounting,Italian;Japanese,Master,17,18,Monash University,360
535,Education,Information Technology;Education,498,Mila Ivanov,Data Science;Renewable Energy,Indonesian;Arabic;Hindi,Mixed,18,18,Monash University,360
535,Education,Information Technology;Education,499,Ivy Martinez,Business;Information Technology;Psychology;Data Science,Arabic,PhD,10,18,Monash University,360
535,Education,Information Technology;Education,500,Priya Clark,Finance;Education;Psychology;Artificial Intelligence,Spanish,Bachelor,4,18,Monash University,360
535,Education,Information Technology;Education,501,Hannah Ivanov,Renewable Energy;Accounting;Banking;Psychology,Russian;Italian,PhD,5,18,Monash University,360
535,Education,Information Technology;Education,502,Ethan Wang,Renewable Energy;Cybersecurity,English;Hindi,PhD,8,18,Monash University,360
535,Education,Information Technology;Education,503,Maya Garcia,Business;Architecture;Data Science,French;Spanish,Bachelor,13,18,Monash University,360
535,Education,Information Technology;Education,504,Rohan Hernandez,Finance;Nursing;Accounting;Information Technology,Nepali;French;Vietnamese,Mixed,12,18,Monash University,360
535,Education,Information Technology;Education,505,Sienna Wilson,Ecology;Law;Business;Finance,Japanese;Korean,Master,3,18,Monash University,360
535,Education,Information Technology;Education,506,Marcus Sanchez,Ecology;International Law,Italian;Korean,Bachelor,2,18,Monash University,360
535,Education,Information Technology;Education,507,Tom Le,Psychology;Banking;Environmental Science,Arabic;French;Italian,Mixed,12,18,Monash University,360
535,Education,Information Technology;Education,508,Jia Wilson,Renewable Energy;Education,Japanese,Bachelor,5,18,Monash University,360
535,Education,Information Technology;Education,509,Sienna Hussain,Data Science;Environmental Science,Nepali;Arabic;Japanese,Master,13,18,Monash University,360
535,Education,Information Technology;Education,510,Aarav O'Neill,Architecture;Ecology;Engineering,Arabic;Nepali;French,Bachelor,16,18,Monash University,360
535,Education,Information Technology;Education,511,Alice Tran,Accounting;Data Science,German;Thai,Mixed,15,18,Monash University,360
535,Education,Information Technology;Education,512,Nora Miller,Accounting;Artificial Intelligence,Italian;Arabic,Master,4,18,Monash University,360
535,Education,Information Technology;Education,513,Omar Rodriguez,Sustainable Design;Data Science;Banking;Marketing,English;German,Mixed,10,18,Monash University,360
535,Education,Information Technology;Education,514,Priya Choi,Data Science;Renewable Energy;Finance;Psychology,German;Japanese;Vietnamese,Master,1,18,Monash University,360
535,Education,Information Technology;Education,515,Alice Williams,Marketing;Cybersecurity;International Law;Psychology,Indonesian;Urdu;German,Master,7,18,Monash University,360
535,Education,Information Technology;Education,516,Amir Liu,Nursing;Business;Film;Banking,Thai;Urdu,Master,12,18,Monash University,360
535,Education,Information Technology;Education,517,Isha Hernandez,Computer Science;Film;Engineering,Arabic,Mixed,15,18,Monash University,360
535,Education,Information Technology;Education,518,Marcus Khan,Film;Ecology;Finance,Mandarin;French;Nepali,PhD,9,18,Monash University,360
535,Education,Information Technology;Education,519,Hannah Khan,Data Science;Information Technology,Spanish;Urdu;Arabic,Mixed,1,18,Monash University,360
535,Education,Information Technology;Education,520,Olivia Taylor,Nursing;Finance;Computer Science,Nepali;Arabic;Mandarin,Mixed,4,18,Monash University,360
535,Education,Information Technology;Education,521,Olivia Bianchi,Renewable Energy;Environmental Science,Korean,Bachelor,13,18,Monash University,360
535,Education,Information Technology;Education,522,Lara Chen,Business;International Law;Design;Data Science,Japanese,Bachelor,15,18,Monash University,360
535,Education,Information Technology;Education,523,Jia Tran,Cybersecurity;Business,Japanese;French;Korean,Master,14,18,Monash University,360
535,Education,Information Technology;Education,524,Soojin Sanchez,Education;Finance;Renewable Energy;Law,Thai;English,PhD,15,18,Monash University,360
535,Education,Information Technology;Education,525,Owen Sanchez,Accounting;Marketing;Finance,Hindi,Bachelor,9,18,Monash University,360
535,Education,Information Technology;Education,526,Mila Yang,Design;Education;Film,German,Bachelor,2,18,Monash University,360
535,Education,Information Technology;Education,527,Rosa Wang,Artificial Intelligence;Law;Accounting;Finance,Russian;Arabic,Mixed,14,18,Monash University,360
535,Education,Information Technology;Education,528,Suraj Bianchi,Renewable Energy;Computer Science;Education;Design,Spanish,Master,2,18,Monash University,360
535,Education,Information Technology;Education,529,Tom Rossi,Information Technology;Cybersecurity,English,Bachelor,13,18,Monash University,360
535,Education,Information Technology;Education,530,Min Tran,Banking;Renewable Energy;Business,Japanese;Indonesian,Mixed,8,18,Monash University,360
535,Education,Information Technology;Education,531,Marcus Rodriguez,Renewable Energy;Ecology;Psychology,Hindi,PhD,12,18,Monash University,360
535,Education,Information Technology;Education,532,Ana Chan,Film;Law,Hindi;Spanish;English,PhD,8,18,Monash University,360
535,Education,Information Technology;Education,533,Alice Patel,Artificial Intelligence;Public Health;Nursing,Hindi;French,Master,12,18,Monash University,360
535,Education,Information Technology;Education,534,Maria Clark,Environmental Science;International Law;Ecology;Architecture,English;Spanish,Master,2,18,Monash University,360
535,Education,Information Technology;Education,535,Arjun Fernandez,Information Technology;Computer Science;Sustainable Design,Nepali,PhD,5,18,Monash University,360
535,Education,Information Technology;Education,536,Fatima Xu,Architecture;Artificial Intelligence;Data Science;Education,Japanese,Mixed,11,18,Monash University,360
535,Education,Information Technology;Education,537,Dinesh Anderson,Psychology;Design,Indonesian,Mixed,16,18,Monash University,360
535,Education,Information Technology;Education,538,Ana Johnson,Banking;Ecology;Environmental Science;International Law,Arabic,PhD,6,18,Monash University,360
535,Education,Information Technology;Education,539,Suraj Tan,Business;Computer Science;Sustainable Design,German;English;Arabic,Master,19,18,Monash University,360
535,Education,Information Technology;Education,540,Ava Gupta,Renewable Energy;Environmental Science;Banking;Psychology,Nepali;Korean,Master,2,18,Monash University,360
535,Education,Information Technology;Education,541,Olivia Taylor,Environmental Science;Marketing;Education;Business,English,PhD,4,18,Monash University,360
535,Education,Information Technology;Education,542,Li Campbell,Ecology;Information Technology;Accounting,Japanese,Master,4,18,Monash University,360
535,Education,Information Technology;Education,543,Julia Le,Public Health;Marketing,Vietnamese,PhD,4,18,Monash University,360
535,Education,Information Technology;Education,544,Kim Clark,Finance;Banking;Business,Nepali;Indonesian;Japanese,Mixed,2,18,Monash University,360
535,Education,Information Technology;Education,545,Qiang Choi,Computer Science;Public Health;Law;Environmental Science,Spanish,PhD,17,18,Monash University,360
535,Education,Information Technology;Education,546,Pavel Li,Architecture;Accounting,Arabic,Bachelor,13,18,Monash University,360
535,Education,Information Technology;Education,547,Jorge Kaur,Architecture;Data Science;Renewable Energy,Nepali,Mixed,6,18,Monash University,360
535,Education,Information Technology;Education,548,Ava Khan,Business;Renewable Energy;International Law,Indonesian;Thai,PhD,17,18,Monash University,360
535,Education,Information Technology;Education,549,Camila Ng,Psychology;Public Health;Engineering,German;Vietnamese,Bachelor,11,18,Monash University,360
535,Education,Information Technology;Education,550,Ethan Xu,Artificial Intelligence;Education,Russian,Bachelor,18,18,Monash University,360
535,Education,Information Technology;Education,551,Jacob Tran,Banking;Environmental Science;Computer Science,Korean;Mandarin,Bachelor,6,18,Monash University,360
535,Education,Information Technology;Education,552,Aarav Ali,Renewable Energy;Law;Ecology;Design,Vietnamese;Korean;Urdu,Bachelor,2,18,Monash University,360
535,Education,Information Technology;Education,553,Pavel Khan,Nursing;Artificial Intelligence;Renewable Energy;Cybersecurity,French;Nepali,Mixed,1,18,Monash University,360
535,Education,Information Technology;Education,554,Daniel Sharma,Information Technology;Environmental Science;Banking,Russian;Urdu;Italian,PhD,19,18,Monash University,360
535,Education,Information Technology;Education,555,Olivia Ng,Data Science;Information Technology;Finance,Nepali;French,Mixed,2,18,Monash University,360
535,Education,Information Technology;Education,556,David Singh,Renewable Energy;Environmental Science;Nursing;Computer Science,Indonesian;German,Bachelor,12,18,Monash University,360
535,Education,Information Technology;Education,557,Qiang Park,Data Science;Education;Renewable Energy;Computer Science,English;Italian,Master,1,18,Monash University,360
535,Education,Information Technology;Education,558,Marcus Chan,Law;Banking;Sustainable Design,French,Mixed,17,18,Monash University,360
535,Education,Information Technology;Education,559,Maria Jones,Renewable Energy;Banking;Information Technology,German,PhD,17,18,Monash University,360
535,Education,Information Technology;Education,560,Mina Ahmed,Nursing;Banking;Accounting,Indonesian;Italian,Bachelor,5,18,Monash University,360
535,Education,Information Technology;Education,561,Mateo Ali,Finance;Sustainable Design;Psychology,Mandarin;Korean,Bachelor,5,18,Monash University,360
535,Education,Information Technology;Education,562,Dinesh Garcia,Film;Finance,Vietnamese,Bachelor,9,18,Monash University,360
535,Education,Information Technology;Education,563,Arjun Xu,Accounting;Engineering,Urdu;Russian,Bachelor,15,18,Monash University,360
535,Education,Information Technology;Education,564,Chen Green,Marketing;Banking,Spanish;Nepali;Italian,Master,8,18,Monash University,360
