program_id,program_name,field_tags,mentor_id,mentor_name,expertise_tags,languages,education_background,years_experience,institution_id,institution_name,overall_ranking,pred_label_match
23,Information Technology,Public Health;Information Technology,662,Mina Ali,Accounting;Engineering;Marketing;Environmental Science,Arabic,Mixed,5,1,Australian Catholic University (ACU),103,0.4039
23,Information Technology,Public Health;Information Technology,255,Mei Rahman,Marketing;Law,Hindi;Spanish;Vietnamese,Bachelor,8,1,Australian Catholic University (ACU),103,0.4033
23,Information Technology,Public Health;Information Technology,637,Noor Bianchi,Computer Science;Ecology,Spanish;Thai,Bachelor,18,1,Australian Catholic University (ACU),103,0.4033
23,Information Technology,Public Health;Information Technology,677,Noah Williams,Artificial Intelligence;Renewable Energy;International Law;Engineering,Indonesian,Bachelor,5,1,Australian Catholic University (ACU),103,0.4028
23,Information Technology,Public Health;Information Technology,514,Priya Choi,Data Science;Renewable Energy;Finance;Psychology,German;Japanese;Vietnamese,Master,1,1,Australian Catholic University (ACU),103,0.4024
23,Information Technology,Public Health;Information Technology,306,Julia Xu,Environmental Science;Law;Design;Accounting,Urdu,PhD,17,1,Australian Catholic University (ACU),103,0.4023
23,Information Technology,Public Health;Information Technology,613,Lara Rahman,Film;Data Science,Italian;Japanese;French,Bachelor,2,1,Australian Catholic University (ACU),103,0.4021
23,Information Technology,Public Health;Information Technology,683,Daniel Campbell,Education;Psychology;Engineering,German;Urdu;Thai,Bachelor,8,1,Australian Catholic University (ACU),103,0.4019
23,Information Technology,Public Health;Information Technology,436,Aarav O'Neill,Sustainable Design;Artificial Intelligence,Korean;German;Japanese,Bachelor,12,1,Australian Catholic University (ACU),103,0.4017
23,Information Technology,Public Health;Information Technology,538,Ana Johnson,Banking;Ecology;Environmental Science;International Law,Arabic,PhD,6,1,Australian Catholic University (ACU),103,0.4015
23,Information Technology,Public Health;Information Technology,753,Maya Trivedi,Ecology;Banking;Environmental Science;International Law,Arabic;Korean,Bachelor,5,1,Australian Catholic University (ACU),103,0.4015
23,Information Technology,Public Health;Information Technology,210,Li Jones,Accounting;Environmental Science;Banking;Sustainable Design,Korean;Urdu;Mandarin,Master,8,1,Australian Catholic University (ACU),103,0.4014
23,Information Technology,Public Health;Information Technology,90,Maya Sharma,Sustainable Design;Banking;Marketing;Business,Hindi;Nepali,Mixed,19,1,Australian Catholic University (ACU),103,0.4012
23,Information Technology,Public Health;Information Technology,517,Isha Hernandez,Computer Science;Film;Engineering,Arabic,Mixed,15,1,Australian Catholic University (ACU),103,0.401
23,Information Technology,Public Health;Information Technology,723,Fatima Lopez,International Law;Nursing,Hindi;German,Mixed,6,1,Australian Catholic University (ACU),103,0.401
23,Information Technology,Public Health;Information Technology,298,Camila Patel,Education;Finance;Ecology;Artificial Intelligence,Russian,Mixed,16,1,Australian Catholic University (ACU),103,0.4009
23,Information Technology,Public Health;Information Technology,169,Karan Fisher,Engineering;International Law;Banking,Russian,Mixed,7,1,Australian Catholic University (ACU),103,0.4006
23,Information Technology,Public Health;Information Technology,367,Keiko Kaur,Data Science;Engineering;Ecology;Design,Vietnamese,PhD,11,1,Australian Catholic University (ACU),103,0.4003
23,Information Technology,Public Health;Information Technology,309,Omar Williams,Environmental Science;Accounting;Film;Data Science,Japanese,Mixed,18,1,Australian Catholic University (ACU),103,0.4002
23,Information Technology,Public Health;Information Technology,621,Daniel Lee,Law;Film;Environmental Science;Business,Japanese;Thai,Bachelor,6,1,Australian Catholic University (ACU),103,0.4002
23,Information Technology,Public Health;Information Technology,64,Lara Green,Public Health;Cybersecurity;Psychology;Computer Science,English;Korean;Arabic,PhD,17,1,Australian Catholic University (ACU),103,0.3999
23,Information Technology,Public Health;Information Technology,346,Ravi Miller,Engineering;Marketing,Korean;Urdu;Japanese,PhD,18,1,Australian Catholic University (ACU),103,0.3999
23,Information Technology,Public Health;Information Technology,470,Grace Tran,Marketing;Engineering,Spanish;Urdu;Italian,Bachelor,8,1,Australian Catholic University (ACU),103,0.3999
23,Information Technology,Public Health;Information Technology,644,Owen Khan,Nursing;Cybersecurity;Information Technology;Law,Russian,Mixed,15,1,Australian Catholic University (ACU),103,0.3997
23,Information Technology,Public Health;Information Technology,721,Liam Nguyen,Film;Finance;Data Science,Thai;Mandarin,Bachelor,6,1,Australian Catholic University (ACU),103,0.3996
23,Information Technology,Public Health;Information Technology,770,Sara Johnson,Artificial Intelligence;Education;Psychology;Law,Japanese,Bachelor,12,1,Australian Catholic University (ACU),103,0.3991
23,Information Technology,Public Health;Information Technology,632,Riya Li,Environmental Science;Cybersecurity;International Law;Artificial Intelligence,Italian;Korean;French,PhD,8,1,Australian Catholic University (ACU),103,0.3989
23,Information Technology,Public Health;Information Technology,275,Aiden Grant,International Law;Finance;Accounting,Indonesian;Arabic,Mixed,13,1,Australian Catholic University (ACU),103,0.3988
23,Information Technology,Public Health;Information Technology,636,Suresh Nguyen,International Law;Accounting;Finance,Korean;Spanish;Hindi,Master,9,1,Australian Catholic University (ACU),103,0.3988
23,Information Technology,Public Health;Information Technology,747,Aisha Wang,Finance;Accounting;International Law,Spanish;Vietnamese;Mandarin,Master,14,1,Australian Catholic University (ACU),103,0.3988
23,Information Technology,Public Health;Information Technology,638,Kim Nakamura,Artificial Intelligence;Finance;Nursing;International Law,Mandarin;Indonesian,Mixed,2,1,Australian Catholic University (ACU),103,0.3977
23,Information Technology,Public Health;Information Technology,758,Alex Ivanov,Design;Nursing;Environmental Science;Artificial Intelligence,Russian,Bachelor,17,1,Australian Catholic University (ACU),103,0.3975
23,Information Technology,Public Health;Information Technology,670,Maya Campbell,Design;Environmental Science;Architecture,Italian;Arabic,Bachelor,10,1,Australian Catholic University (ACU),103,0.3974
23,Information Technology,Public Health;Information Technology,82,Soojin Ivanov,Finance;Computer Science;Psychology,Korean,Mixed,19,1,Australian Catholic University (ACU),103,0.3969
23,Information Technology,Public Health;Information Technology,649,Sam Tan,Accounting;Computer Science;Banking;Sustainable Design,Urdu,Bachelor,18,1,Australian Catholic University (ACU),103,0.3967
23,Information Technology,Public Health;Information Technology,422,Sam Hussain,Business;Banking;Artificial Intelligence;Engineering,Korean;Mandarin;Thai,Bachelor,13,1,Australian Catholic University (ACU),103,0.3965
23,Information Technology,Public Health;Information Technology,751,Mohammed Kumar,Environmental Science;Film,Spanish;Thai;Urdu,Mixed,6,1,Australian Catholic University (ACU),103,0.3958
23,Information Technology,Public Health;Information Technology,530,Min Tran,Banking;Renewable Energy;Business,Japanese;Indonesian,Mixed,8,1,Australian Catholic University (ACU),103,0.3956
23,Information Technology,Public Health;Information Technology,610,Soojin Lopez,Sustainable Design;Psychology;Environmental Science;Renewable Energy,Russian,Master,17,1,Australian Catholic University (ACU),103,0.3951
23,Information Technology,Public Health;Information Technology,423,Mina Kaur,Computer Science;Information Technology;Cybersecurity;Ecology,French;Russian,Bachelor,17,1,Australian Catholic University (ACU),103,0.395
23,Information Technology,Public Health;Information Technology,114,Noel Anderson,Computer Science;Design;Banking,Italian;Mandarin,Mixed,2,1,Australian Catholic University (ACU),103,0.3949
23,Information Technology,Public Health;Information Technology,596,David Nguyen,Finance;Artificial Intelligence,Vietnamese,Mixed,2,1,Australian Catholic University (ACU),103,0.3949
23,Information Technology,Public Health;Information Technology,448,Omar Williams,Architecture;Design;Education,Hindi;Korean;Urdu,Master,15,1,Australian Catholic University (ACU),103,0.3948
23,Information Technology,Public Health;Information Technology,157,Ivy Chen,International Law;Accounting,Korean;Arabic;Urdu,Bachelor,4,1,Australian Catholic University (ACU),103,0.3942
23,Information Technology,Public Health;Information Technology,769,Levi Fernandez,Engineering;Artificial Intelligence,Spanish,Master,2,1,Australian Catholic University (ACU),103,0.3939
23,Information Technology,Public Health;Information Technology,2,Li Chen,Marketing;Law;Artificial Intelligence,Indonesian;Urdu,Bachelor,9,1,Australian Catholic University (ACU),103,0.3932
23,Information Technology,Public Health;Information Technology,194,Nguyen Wilson,Data Science;Cybersecurity;Business;Banking,French;Japanese;Urdu,Mixed,2,1,Australian Catholic University (ACU),103,0.3932
23,Information Technology,Public Health;Information Technology,618,Camila Anderson,Education;Accounting;Engineering;Artificial Intelligence,English;Japanese,Master,19,1,Australian Catholic University (ACU),103,0.3926
23,Information Technology,Public Health;Information Technology,500,Priya Clark,Finance;Education;Psychology;Artificial Intelligence,Spanish,Bachelor,4,1,Australian Catholic University (ACU),103,0.3924
23,Information Technology,Public Health;Information Technology,13,Hannah Park,Business;Accounting;Banking;Law,Korean;Mandarin;Vietnamese,Master,15,1,Australian Catholic University (ACU),103,0.3923
23,Information Technology,Public Health;Information Technology,604,Sofia Le,Business;Nursing,Urdu;Hindi;Mandarin,Bachelor,8,1,Australian Catholic University (ACU),103,0.3914
23,Information Technology,Public Health;Information Technology,708,Julia Tran,Marketing;Psychology;Ecology;Information Technology,French;Mandarin;Russian,PhD,18,1,Australian Catholic University (ACU),103,0.3913
23,Information Technology,Public Health;Information Technology,419,Suresh Kumar,Renewable Energy;Architecture;Banking;Data Science,German,Bachelor,9,1,Australian Catholic University (ACU),103,0.3912
23,Information Technology,Public Health;Information Technology,203,Julia Xu,Public Health;Cybersecurity,Arabic;Indonesian;French,Mixed,13,1,Australian Catholic University (ACU),103,0.3908
23,Information Technology,Public Health;Information Technology,697,Lara Rodriguez,Architecture;Business,Mandarin,Mixed,11,1,Australian Catholic University (ACU),103,0.3907
23,Information Technology,Public Health;Information Technology,189,Hanna Ivanov,Renewable Energy;Law;Finance,Italian;Mandarin;French,Bachelor,1,1,Australian Catholic University (ACU),103,0.3904
23,Information Technology,Public Health;Information Technology,642,Rosa Ivanov,Business;Sustainable Design;Renewable Energy;Accounting,Italian,Bachelor,15,1,Australian Catholic University (ACU),103,0.3897
23,Information Technology,Public Health;Information Technology,113,Nguyen Hernandez,Engineering;Finance;Computer Science;Film,Japanese;Arabic;German,Bachelor,18,1,Australian Catholic University (ACU),103,0.3895
23,Information Technology,Public Health;Information Technology,702,Daniel Park,Engineering;Business;Accounting,Thai;Urdu;Vietnamese,PhD,2,1,Australian Catholic University (ACU),103,0.3893
23,Information Technology,Public Health;Information Technology,100,Maria Anderson,Environmental Science;Architecture;Computer Science;Psychology,Thai;Indonesian;Korean,Bachelor,17,1,Australian Catholic University (ACU),103,0.3892
23,Information Technology,Public Health;Information Technology,420,Mei Clark,Artificial Intelligence;Architecture;Environmental Science;Finance,Arabic,PhD,18,1,Australian Catholic University (ACU),103,0.3892
23,Information Technology,Public Health;Information Technology,198,Evelyn Omar,Psychology;Engineering;Computer Science;Marketing,German;Japanese;Thai,PhD,15,1,Australian Catholic University (ACU),103,0.3888
23,Information Technology,Public Health;Information Technology,567,Maya Ahmed,Sustainable Design;Business;Environmental Science;Cybersecurity,Japanese;Hindi;Spanish,Master,15,1,Australian Catholic University (ACU),103,0.3886
23,Information Technology,Public Health;Information Technology,773,Mohammed Trivedi,Law;Education;Film;Engineering,Italian;Urdu,Mixed,7,1,Australian Catholic University (ACU),103,0.3885
23,Information Technology,Public Health;Information Technology,45,Ethan Miller,Design;Law,Korean,Bachelor,7,1,Australian Catholic University (ACU),103,0.3881
23,Information Technology,Public Health;Information Technology,216,Iris Anderson,Law;Renewable Energy,Mandarin;Spanish;Hindi,Mixed,5,1,Australian Catholic University (ACU),103,0.3879
23,Information Technology,Public Health;Information Technology,377,Thao Park,Business;Information Technology;Psychology;Cybersecurity,Urdu;Mandarin;Spanish,Bachelor,12,1,Australian Catholic University (ACU),103,0.3877
23,Information Technology,Public Health;Information Technology,154,Kim Rodriguez,Business;Law;Architecture,Italian;Japanese;Korean,Bachelor,19,1,Australian Catholic University (ACU),103,0.3872
23,Information Technology,Public Health;Information Technology,475,Lucas Gupta,Engineering;Computer Science;Marketing;Architecture,English,Mixed,8,1,Australian Catholic University (ACU),103,0.387
23,Information Technology,Public Health;Information Technology,156,Harper Patel,Architecture;Artificial Intelligence;Computer Science,English;Vietnamese,Master,5,1,Australian Catholic University (ACU),103,0.3862
23,Information Technology,Public Health;Information Technology,337,Aisha Sharma,Ecology;Nursing;Architecture;Information Technology,Arabic,Bachelor,2,1,Australian Catholic University (ACU),103,0.3862
23,Information Technology,Public Health;Information Technology,796,Alex Rodriguez,Sustainable Design;Marketing;Renewable Energy,French;Italian,PhD,1,1,Australian Catholic University (ACU),103,0.3861
23,Information Technology,Public Health;Information Technology,389,Noah Trivedi,Ecology;Film;Information Technology,Mandarin;German,Master,14,1,Australian Catholic University (ACU),103,0.386
23,Information Technology,Public Health;Information Technology,666,Leah Park,Design;International Law;Law;Banking,French;Mandarin;Italian,PhD,11,1,Australian Catholic University (ACU),103,0.3855
23,Information Technology,Public Health;Information Technology,296,Noor Clark,Design;Engineering,Indonesian;Arabic;English,Master,8,1,Australian Catholic University (ACU),103,0.3844
23,Information Technology,Public Health;Information Technology,668,David Williams,Artificial Intelligence;Business;Accounting,Korean,Master,17,1,Australian Catholic University (ACU),103,0.384
23,Information Technology,Public Health;Information Technology,62,Lucia Patel,International Law;Architecture,Urdu;Italian;Vietnamese,PhD,16,1,Australian Catholic University (ACU),103,0.3835
23,Information Technology,Public Health;Information Technology,65,Benjamin Rodriguez,International Law;Architecture,Korean,Mixed,15,1,Australian Catholic University (ACU),103,0.3835
23,Information Technology,Public Health;Information Technology,277,Wei Hussain,International Law;Architecture,Indonesian;Italian;French,Mixed,16,1,Australian Catholic University (ACU),103,0.3835
23,Information Technology,Public Health;Information Technology,505,Sienna Wilson,Ecology;Law;Business;Finance,Japanese;Korean,Master,3,1,Australian Catholic University (ACU),103,0.3828
23,Information Technology,Public Health;Information Technology,713,Omar Yang,Banking;Artificial Intelligence;Education;Ecology,Russian;Urdu;Hindi,Mixed,1,1,Australian Catholic University (ACU),103,0.3827
23,Information Technology,Public Health;Information Technology,717,Wei Baker,Renewable Energy;Banking;Ecology;Data Science,Italian;Korean,Master,14,1,Australian Catholic University (ACU),103,0.3827
23,Information Technology,Public Health;Information Technology,244,Isha Bianchi,Psychology;International Law,Thai;French,Bachelor,12,1,Australian Catholic University (ACU),103,0.3826
23,Information Technology,Public Health;Information Technology,426,Noor Rodriguez,Sustainable Design;Design;Marketing,Thai,Master,18,1,Australian Catholic University (ACU),103,0.3818
23,Information Technology,Public Health;Information Technology,558,Marcus Chan,Law;Banking;Sustainable Design,French,Mixed,17,1,Australian Catholic University (ACU),103,0.3813
23,Information Technology,Public Health;Information Technology,534,Maria Clark,Environmental Science;International Law;Ecology;Architecture,English;Spanish,Master,2,1,Australian Catholic University (ACU),103,0.3811
23,Information Technology,Public Health;Information Technology,507,Tom Le,Psychology;Banking;Environmental Science,Arabic;French;Italian,Mixed,12,1,Australian Catholic University (ACU),103,0.3806
23,Information Technology,Public Health;Information Technology,278,Hiroshi Yang,International Law;Finance;Ecology,French,Mixed,6,1,Australian Catholic University (ACU),103,0.3803
23,Information Technology,Public Health;Information Technology,415,Anya Williams,Education;Marketing;Nursing;Ecology,Hindi;English;Arabic,Bachelor,10,1,Australian Catholic University (ACU),103,0.38
23,Information Technology,Public Health;Information Technology,325,Yuki Ahmed,Banking;Accounting;Design;Data Science,Nepali;Spanish;Russian,Mixed,10,1,Australian Catholic University (ACU),103,0.3799
23,Information Technology,Public Health;Information Technology,722,Evelyn Park,Business;Ecology,Arabic;Thai,Mixed,6,1,Australian Catholic University (ACU),103,0.3799
23,Information Technology,Public Health;Information Technology,734,Lucia Hernandez,Ecology;Business,Japanese;Russian,Bachelor,5,1,Australian Catholic University (ACU),103,0.3799
23,Information Technology,Public Health;Information Technology,692,Nadia Green,Psychology;Banking;Education;Sustainable Design,German;Hindi;Korean,Master,14,1,Australian Catholic University (ACU),103,0.3794
23,Information Technology,Public Health;Information Technology,336,Isha Wilson,Banking;Law,German;Italian;Korean,Mixed,13,1,Australian Catholic University (ACU),103,0.3783
23,Information Technology,Public Health;Information Technology,322,Sienna Anderson,Engineering;Business;Accounting;Banking,Arabic;Thai;Russian,Mixed,6,1,Australian Catholic University (ACU),103,0.3778
23,Information Technology,Public Health;Information Technology,582,Nguyen Lee,Sustainable Design;Banking,Arabic;Urdu;Vietnamese,Mixed,5,1,Australian Catholic University (ACU),103,0.3777
23,Information Technology,Public Health;Information Technology,409,Jia Sharma,Design;Accounting;Finance;Business,Urdu;Hindi;Arabic,Mixed,8,1,Australian Catholic University (ACU),103,0.377
23,Information Technology,Public Health;Information Technology,540,Ava Gupta,Renewable Energy;Environmental Science;Banking;Psychology,Nepali;Korean,Master,2,1,Australian Catholic University (ACU),103,0.3767
23,Information Technology,Public Health;Information Technology,228,Sara Rodriguez,Law;Sustainable Design;Accounting,Korean;Mandarin,Bachelor,3,1,Australian Catholic University (ACU),103,0.3766
23,Information Technology,Public Health;Information Technology,29,Marcus Fisher,Psychology;Information Technology;Ecology;Design,Nepali;Hindi;Thai,PhD,7,1,Australian Catholic University (ACU),103,0.3765
23,Information Technology,Public Health;Information Technology,393,Noelle Bianchi,Banking;Finance,Mandarin;Italian,Bachelor,7,1,Australian Catholic University (ACU),103,0.3764
23,Information Technology,Public Health;Information Technology,627,Aarav Davis,Nursing;Education;Finance;Psychology,Japanese,Master,15,1,Australian Catholic University (ACU),103,0.3764
23,Information Technology,Public Health;Information Technology,75,Tom Hernandez,Engineering;Banking,English;Mandarin,Bachelor,4,1,Australian Catholic University (ACU),103,0.3753
23,Information Technology,Public Health;Information Technology,88,Noelle Garcia,International Law;Ecology;Engineering,Indonesian;Arabic;Italian,PhD,6,1,Australian Catholic University (ACU),103,0.3753
23,Information Technology,Public Health;Information Technology,308,Aiden Le,Ecology;Education;International Law;Film,Thai;Indonesian,Bachelor,13,1,Australian Catholic University (ACU),103,0.3751
23,Information Technology,Public Health;Information Technology,774,Noor Bianchi,Marketing;Design,Hindi;Japanese;French,Master,17,1,Australian Catholic University (ACU),103,0.3751
23,Information Technology,Public Health;Information Technology,178,Yuki Williams,Artificial Intelligence;Renewable Energy,Urdu;Hindi,Bachelor,7,1,Australian Catholic University (ACU),103,0.3749
23,Information Technology,Public Health;Information Technology,323,Riya Wang,Renewable Energy;Artificial Intelligence,Vietnamese;Nepali;Korean,PhD,5,1,Australian Catholic University (ACU),103,0.3749
23,Information Technology,Public Health;Information Technology,284,Noah Huang,Psychology;Ecology;Nursing;Information Technology,Mandarin;German,Master,18,1,Australian Catholic University (ACU),103,0.3744
23,Information Technology,Public Health;Information Technology,365,Aisha Kumar,International Law;Ecology,Hindi;Nepali,Master,15,1,Australian Catholic University (ACU),103,0.3744
23,Information Technology,Public Health;Information Technology,466,Aiden Ali,Ecology;International Law,Italian;Spanish;French,PhD,15,1,Australian Catholic University (ACU),103,0.3744
23,Information Technology,Public Health;Information Technology,506,Marcus Sanchez,Ecology;International Law,Italian;Korean,Bachelor,2,1,Australian Catholic University (ACU),103,0.3744
23,Information Technology,Public Health;Information Technology,245,Hanna Chen,Architecture;Banking;Computer Science,Russian;German;Hindi,Bachelor,1,1,Australian Catholic University (ACU),103,0.3736
23,Information Technology,Public Health;Information Technology,250,Noel Xu,Data Science;Computer Science;Psychology;Cybersecurity,Japanese;English;Thai,Mixed,13,1,Australian Catholic University (ACU),103,0.3734
23,Information Technology,Public Health;Information Technology,639,Min Le,Public Health;Engineering;Cybersecurity;Nursing,Hindi;German;French,Master,19,1,Australian Catholic University (ACU),103,0.3732
23,Information Technology,Public Health;Information Technology,92,Jorge Wilson,Finance;Banking;Renewable Energy;Engineering,Indonesian;Vietnamese;French,PhD,19,1,Australian Catholic University (ACU),103,0.3726
23,Information Technology,Public Health;Information Technology,144,Mateo Lopez,Ecology;Environmental Science;Nursing,Russian,Bachelor,10,1,Australian Catholic University (ACU),103,0.3726
23,Information Technology,Public Health;Information Technology,27,Arjun Kumar,Nursing;Ecology;Environmental Science;Engineering,Korean;Thai,Mixed,11,1,Australian Catholic University (ACU),103,0.3722
23,Information Technology,Public Health;Information Technology,454,Nora Ahmed,Business;Ecology;Marketing,Indonesian;Russian,PhD,2,1,Australian Catholic University (ACU),103,0.3719
23,Information Technology,Public Health;Information Technology,622,Ivy Grant,Environmental Science;Marketing;Finance;Cybersecurity,Italian,Bachelor,15,1,Australian Catholic University (ACU),103,0.3719
23,Information Technology,Public Health;Information Technology,526,Mila Yang,Design;Education;Film,German,Bachelor,2,1,Australian Catholic University (ACU),103,0.3716
23,Information Technology,Public Health;Information Technology,434,Rohan Kumar,Business;Film;Renewable Energy;Sustainable Design,Nepali,PhD,9,1,Australian Catholic University (ACU),103,0.3708
23,Information Technology,Public Health;Information Technology,527,Rosa Wang,Artificial Intelligence;Law;Accounting;Finance,Russian;Arabic,Mixed,14,1,Australian Catholic University (ACU),103,0.3704
23,Information Technology,Public Health;Information Technology,79,Wei Xu,Sustainable Design;Ecology;International Law,German,PhD,15,1,Australian Catholic University (ACU),103,0.3697
23,Information Technology,Public Health;Information Technology,699,Grace Omar,Engineering;Banking;Film;Computer Science,Italian;Nepali;English,Mixed,10,1,Australian Catholic University (ACU),103,0.3697
23,Information Technology,Public Health;Information Technology,663,Lucia Jones,Education;Cybersecurity;Environmental Science;Ecology,Urdu,Bachelor,13,1,Australian Catholic University (ACU),103,0.3696
23,Information Technology,Public Health;Information Technology,338,Elena Nguyen,Accounting;Law,Hindi,Master,19,1,Australian Catholic University (ACU),103,0.3694
23,Information Technology,Public Health;Information Technology,469,Aarav O'Neill,Accounting;Law,Arabic;Nepali,PhD,7,1,Australian Catholic University (ACU),103,0.3694
23,Information Technology,Public Health;Information Technology,111,Liam Li,International Law;Psychology;Artificial Intelligence,Thai,Bachelor,15,1,Australian Catholic University (ACU),103,0.3689
23,Information Technology,Public Health;Information Technology,497,Hannah Sharma,Sustainable Design;Finance;Artificial Intelligence;Accounting,Italian;Japanese,Master,17,1,Australian Catholic University (ACU),103,0.3684
23,Information Technology,Public Health;Information Technology,283,Farah Wang,Education;Ecology;Psychology,Urdu;Japanese,PhD,13,1,Australian Catholic University (ACU),103,0.368
23,Information Technology,Public Health;Information Technology,202,Ravi Le,Law;Nursing,Japanese,PhD,8,1,Australian Catholic University (ACU),103,0.3671
23,Information Technology,Public Health;Information Technology,478,Leo Hernandez,Banking;Education;Film,Urdu;Vietnamese,Bachelor,19,1,Australian Catholic University (ACU),103,0.3663
23,Information Technology,Public Health;Information Technology,754,Mila Le,Cybersecurity;Design;Artificial Intelligence;Data Science,Indonesian;Italian;Thai,Master,1,1,Australian Catholic University (ACU),103,0.3662
23,Information Technology,Public Health;Information Technology,748,Keiko Campbell,Finance;Accounting,Spanish;Vietnamese;Japanese,Bachelor,4,1,Australian Catholic University (ACU),103,0.3656
23,Information Technology,Public Health;Information Technology,39,Dinesh Lopez,Marketing;Banking,Russian;French,Master,18,1,Australian Catholic University (ACU),103,0.3646
23,Information Technology,Public Health;Information Technology,342,Mohammed Anderson,Banking;Marketing,Hindi;French,PhD,5,1,Australian Catholic University (ACU),103,0.3646
23,Information Technology,Public Health;Information Technology,564,Chen Green,Marketing;Banking,Spanish;Nepali;Italian,Master,8,1,Australian Catholic University (ACU),103,0.3646
23,Information Technology,Public Health;Information Technology,584,Emma Brown,Marketing;Banking,Nepali,Bachelor,13,1,Australian Catholic University (ACU),103,0.3646
23,Information Technology,Public Health;Information Technology,690,Owen Rossi,Banking;Marketing,Mandarin,Bachelor,13,1,Australian Catholic University (ACU),103,0.3646
23,Information Technology,Public Health;Information Technology,572,Chloe Clark,Law;Sustainable Design;Architecture,Arabic,PhD,15,1,Australian Catholic University (ACU),103,0.3643
23,Information Technology,Public Health;Information Technology,760,Liam Ivanov,Law;Cybersecurity;Computer Science,Nepali,Master,13,1,Australian Catholic University (ACU),103,0.3639
23,Information Technology,Public Health;Information Technology,358,Rohan Kumar,Information Technology;Psychology;Cybersecurity,Japanese;Indonesian,PhD,5,1,Australian Catholic University (ACU),103,0.3638
23,Information Technology,Public Health;Information Technology,374,Eli Miller,Psychology;Accounting;Education;Marketing,Japanese;Italian;French,Bachelor,10,1,Australian Catholic University (ACU),103,0.3632
23,Information Technology,Public Health;Information Technology,525,Owen Sanchez,Accounting;Marketing;Finance,Hindi,Bachelor,9,1,Australian Catholic University (ACU),103,0.3632
23,Information Technology,Public Health;Information Technology,59,Owen Wilson,Sustainable Design;Law;Cybersecurity;Computer Science,Indonesian;Urdu,Master,19,1,Australian Catholic University (ACU),103,0.3631
23,Information Technology,Public Health;Information Technology,234,Kim Brown,Architecture;Banking;Sustainable Design;International Law,Arabic,Mixed,9,1,Australian Catholic University (ACU),103,0.3627
23,Information Technology,Public Health;Information Technology,425,Mina Tran,Public Health;Design;Cybersecurity;Accounting,Japanese;Vietnamese,PhD,18,1,Australian Catholic University (ACU),103,0.3626
23,Information Technology,Public Health;Information Technology,726,Aisha Chen,Ecology;Information Technology;Cybersecurity,Russian;Indonesian;Spanish,Mixed,16,1,Australian Catholic University (ACU),103,0.3626
23,Information Technology,Public Health;Information Technology,775,Riya Akhtar,Marketing;Sustainable Design;Accounting,Urdu;French,Bachelor,3,1,Australian Catholic University (ACU),103,0.3624
23,Information Technology,Public Health;Information Technology,101,Suresh Davis,Computer Science;Finance;Cybersecurity;Engineering,English,Mixed,13,1,Australian Catholic University (ACU),103,0.3623
23,Information Technology,Public Health;Information Technology,241,Niko Hussain,Film;Engineering;Data Science;Nursing,Indonesian;Vietnamese,Mixed,3,1,Australian Catholic University (ACU),103,0.3623
23,Information Technology,Public Health;Information Technology,302,Nora Tran,Design;Artificial Intelligence;Business;Nursing,Russian;Spanish;French,Mixed,9,1,Australian Catholic University (ACU),103,0.3621
23,Information Technology,Public Health;Information Technology,335,Hanna Rossi,International Law;Film;Sustainable Design;Renewable Energy,Urdu;Russian;Italian,Master,14,1,Australian Catholic University (ACU),103,0.362
23,Information Technology,Public Health;Information Technology,789,David Taylor,Architecture;Sustainable Design,Korean;Mandarin,PhD,3,1,Australian Catholic University (ACU),103,0.362
23,Information Technology,Public Health;Information Technology,600,Luca Johnson,Ecology;Architecture;Renewable Energy;Education,Thai;Vietnamese;Hindi,Bachelor,18,1,Australian Catholic University (ACU),103,0.3619
23,Information Technology,Public Health;Information Technology,686,Maya Jamal,Architecture;Public Health;Cybersecurity,Mandarin;Hindi,Master,8,1,Australian Catholic University (ACU),103,0.3613
23,Information Technology,Public Health;Information Technology,779,Olivia Sharma,Nursing;Film;Education,English,Mixed,4,1,Australian Catholic University (ACU),103,0.3612
23,Information Technology,Public Health;Information Technology,381,Wei Ali,Architecture;Business;Banking,Vietnamese,PhD,19,1,Australian Catholic University (ACU),103,0.361
23,Information Technology,Public Health;Information Technology,304,Elena Sharma,Information Technology;Cybersecurity;Engineering;Film,Hindi;Nepali,Master,7,1,Australian Catholic University (ACU),103,0.3606
23,Information Technology,Public Health;Information Technology,442,Keiko Kaur,Renewable Energy;Design,Urdu;Vietnamese;Thai,Master,2,1,Australian Catholic University (ACU),103,0.3599
23,Information Technology,Public Health;Information Technology,446,Dinesh Ahmed,Design;Renewable Energy,Thai;Vietnamese;Korean,Mixed,2,1,Australian Catholic University (ACU),103,0.3599
23,Information Technology,Public Health;Information Technology,483,Jacob Davis,Sustainable Design;Film;Education;Accounting,German;Spanish;Korean,Master,10,1,Australian Catholic University (ACU),103,0.3588
23,Information Technology,Public Health;Information Technology,484,Mina Ali,Law;Finance;Sustainable Design;Psychology,German;Japanese,Master,15,1,Australian Catholic University (ACU),103,0.3585
23,Information Technology,Public Health;Information Technology,174,Emma Rossi,Law;Architecture;Finance,Indonesian;Thai;Vietnamese,Master,5,1,Australian Catholic University (ACU),103,0.358
23,Information Technology,Public Health;Information Technology,714,Trang Xu,Design;Renewable Energy;Business;Ecology,Urdu;Vietnamese,Master,16,1,Australian Catholic University (ACU),103,0.3578
